,ID,Case Number,Date,Block,IUCR,Primary Type,Description,Location Description,Arrest,Domestic,Beat,District,Ward,Community Area,FBI Code,X Coordinate,Y Coordinate,Year,Updated On,Latitude,Longitude,Location
5597754,3868531,HL241512,11/18/2004 10:50:00 AM,021XX W 51ST ST,0620,BURGLARY,UNLAWFUL ENTRY,RESIDENCE,True,False,915,9.0,16.0,61.0,05,1162889.0,1870824.0,2004,04/15/2016 08:55:02 AM,41.801187481,-87.678156914,"(41.801187481, -87.678156914)"
5597814,3868607,HK590460,08/30/2004 12:00:00 AM,072XX N DAMEN AVE,0820,THEFT,$500 AND UNDER,STREET,False,False,2424,24.0,49.0,1.0,06,1161719.0,1948069.0,2004,04/15/2016 08:55:02 AM,42.013177932,-87.680291032,"(42.013177932, -87.680291032)"
5597844,3868641,HL243104,03/18/2004 04:30:00 AM,003XX W 79TH ST,031A,ROBBERY,ARMED: HANDGUN,BANK,False,False,623,6.0,17.0,44.0,03,1175574.0,1852569.0,2004,04/15/2016 08:55:02 AM,41.750819013,-87.632182489,"(41.750819013, -87.632182489)"
5598131,3869003,HL245211,01/01/2004 12:01:00 AM,016XX W WABANSIA AVE,0840,THEFT,FINANCIAL ID THEFT: OVER $300,RESIDENCE,False,False,1433,14.0,1.0,24.0,06,1165236.0,1911386.0,2004,04/15/2016 08:55:02 AM,41.912443933,-87.668397612,"(41.912443933, -87.668397612)"
5598165,3869042,HK358582,05/12/2004 05:56:00 AM,032XX S THROOP ST,0810,THEFT,OVER $500,STREET,False,False,924,9.0,11.0,60.0,06,1168194.0,1883065.0,2004,04/15/2016 08:55:02 AM,41.83466546,-87.658348936,"(41.83466546, -87.658348936)"
5598173,3869050,HK430266,06/14/2004 01:40:00 PM,046XX S HALSTED ST,0860,THEFT,RETAIL THEFT,GROCERY FOOD STORE,True,False,921,9.0,11.0,61.0,06,1171750.0,1874054.0,2004,04/15/2016 08:55:02 AM,41.809860998,-87.645565723,"(41.809860998, -87.645565723)"
5598178,3869056,HK435390,06/16/2004 05:00:00 PM,038XX S EMERALD AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,False,False,925,9.0,11.0,60.0,14,1171930.0,1879466.0,2004,04/15/2016 08:55:02 AM,41.824708098,-87.644746441,"(41.824708098, -87.644746441)"
5598202,3869087,HL245504,11/18/2004 09:30:00 PM,044XX N KILBOURN AVE,2820,OTHER OFFENSE,TELEPHONE THREAT,RESIDENCE,False,True,1722,17.0,45.0,16.0,26,1145280.0,1929281.0,2004,04/15/2016 08:55:02 AM,41.96195059,-87.741257147,"(41.96195059, -87.741257147)"
5598238,3869131,HL206343,09/01/2003 12:00:00 AM,017XX N ARTESIAN AVE,1751,OFFENSE INVOLVING CHILDREN,CRIM SEX ABUSE BY FAM MEMBER,RESIDENCE,False,False,1434,14.0,1.0,24.0,20,1159762.0,1911506.0,2003,04/15/2016 08:55:02 AM,41.912887914,-87.688504318,"(41.912887914, -87.688504318)"
5598339,3869248,HL245964,11/01/2004 12:00:00 AM,0000X W SUPERIOR ST,0840,THEFT,FINANCIAL ID THEFT: OVER $300,RESIDENCE,False,False,1832,18.0,42.0,8.0,06,1176127.0,1905362.0,2004,04/15/2016 08:55:02 AM,41.895675136,-87.628569146,"(41.895675136, -87.628569146)"
5598441,3869374,HK533143,08/03/2004 02:30:00 AM,024XX W EASTWOOD AVE,0320,ROBBERY,STRONGARM - NO WEAPON,ALLEY,False,False,1911,19.0,47.0,4.0,03,1159352.0,1930761.0,2004,04/15/2016 08:55:02 AM,41.965733314,-87.689479264,"(41.965733314, -87.689479264)"
5598501,3869452,HL244309,09/02/2004 08:00:00 AM,015XX S SAWYER AVE,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,False,False,1022,10.0,24.0,29.0,07,1154948.0,1892216.0,2004,04/15/2016 08:55:02 AM,41.860052214,-87.70670735,"(41.860052214, -87.70670735)"
5598551,3869514,HK439002,06/18/2004 11:55:00 AM,027XX S STATE ST,2027,NARCOTICS,POSS: CRACK,CTA BUS,True,False,2113,1.0,3.0,35.0,18,1176787.0,1886563.0,2004,04/15/2016 08:55:02 AM,41.844074622,-87.626713502,"(41.844074622, -87.626713502)"
5598555,3869519,HK498905,07/16/2004 04:44:00 AM,052XX S KENNETH AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,False,False,815,8.0,23.0,57.0,14,1147583.0,1869520.0,2004,04/15/2016 08:55:02 AM,41.797915539,-87.73432343,"(41.797915539, -87.73432343)"
5598558,3869523,HK541443,08/06/2004 08:32:00 PM,029XX S STATE ST,2024,NARCOTICS,POSS: HEROIN(WHITE),CHA PARKING LOT/GROUNDS,True,False,2113,1.0,3.0,35.0,18,1176755.0,1885570.0,2004,04/15/2016 08:55:02 AM,41.841350479,-87.626860911,"(41.841350479, -87.626860911)"
5598655,3992250,HL350252,05/11/2001 05:55:00 PM,070XX S COTTAGE GROVE AVE,0840,THEFT,FINANCIAL ID THEFT: OVER $300,POLICE FACILITY/VEH PARKING LOT,False,False,321,3.0,6.0,42.0,06,1182738.0,1858329.0,2001,03/31/2006 10:03:38 PM,41.76646184,-87.605751846,"(41.76646184, -87.605751846)"
5598770,3869856,HL231864,11/04/2004 04:00:00 PM,010XX W GRANVILLE AVE,0890,THEFT,FROM BUILDING,RESIDENCE,False,False,2433,24.0,48.0,77.0,06,1167960.0,1941343.0,2004,04/15/2016 08:55:02 AM,41.994588742,-87.657522554,"(41.994588742, -87.657522554)"
5598773,3869861,HL243683,09/01/2004 12:00:00 AM,043XX S CAMPBELL AVE,0840,THEFT,FINANCIAL ID THEFT: OVER $300,RESIDENCE,False,False,914,9.0,12.0,58.0,06,1160416.0,1875778.0,2004,04/15/2016 08:55:02 AM,41.814833247,-87.687089716,"(41.814833247, -87.687089716)"
5598783,3869873,HL243825,08/20/2004 06:00:00 PM,054XX S LAFLIN ST,0840,THEFT,FINANCIAL ID THEFT: OVER $300,RESIDENCE,False,False,933,9.0,16.0,61.0,06,1167268.0,1868375.0,2004,04/15/2016 08:55:02 AM,41.794374423,-87.662167668,"(41.794374423, -87.662167668)"
5598912,3870079,HL243722,07/01/2004 12:00:00 AM,067XX S SOUTH SHORE DR,0810,THEFT,OVER $500,APARTMENT,False,False,331,3.0,5.0,43.0,06,1193387.0,1860848.0,2004,04/15/2016 08:55:02 AM,41.773120341,-87.566637641,"(41.773120341, -87.566637641)"
5599065,3870369,HK507500,07/20/2004 01:10:00 AM,049XX S WOOD ST,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,False,False,931,9.0,16.0,61.0,14,1165183.0,1871914.0,2004,04/15/2016 08:55:02 AM,41.804130279,-87.669713117,"(41.804130279, -87.669713117)"
5599102,3870422,HL246245,12/16/2004 02:05:00 PM,026XX S PULASKI RD,1110,DECEPTIVE PRACTICE,BOGUS CHECK,GROCERY FOOD STORE,False,False,1031,10.0,22.0,30.0,11,1150135.0,1886181.0,2004,04/15/2016 08:55:02 AM,41.843586461,-87.724531776,"(41.843586461, -87.724531776)"
5599115,3870442,HK464909,06/30/2004 01:40:00 PM,019XX W 51ST ST,1330,CRIMINAL TRESPASS,TO LAND,OTHER,False,False,915,9.0,16.0,61.0,26,1164298.0,1870857.0,2004,04/15/2016 08:55:02 AM,41.801248449,-87.672988665,"(41.801248449, -87.672988665)"
5599174,3870524,HK612205,09/04/2004 11:15:00 AM,006XX E PERSHING RD,0820,THEFT,$500 AND UNDER,CHA HALLWAY/STAIRWELL/ELEVATOR,False,False,212,2.0,4.0,36.0,06,1181024.0,1879248.0,2004,04/15/2016 08:55:02 AM,41.82390504,-87.611390305,"(41.82390504, -87.611390305)"
5599233,3870631,HL245887,08/23/2004 02:00:00 AM,002XX W CERMAK RD,0430,BATTERY,AGGRAVATED: OTHER DANG WEAPON,RESTAURANT,False,False,2111,9.0,25.0,34.0,04B,1175041.0,1889742.0,2004,04/15/2016 08:55:02 AM,41.85283728,-87.633025803,"(41.85283728, -87.633025803)"
5599252,3870664,HL242588,12/31/2004 09:00:00 PM,015XX N ROCKWELL ST,1791,OFFENSE INVOLVING CHILDREN,HARBOR RUNAWAY,RESIDENCE,False,False,1423,14.0,26.0,24.0,20,1158795.0,1910167.0,2004,04/15/2016 08:55:02 AM,41.909233487,-87.692093625,"(41.909233487, -87.692093625)"
5599302,3870756,HL241498,03/18/2004 10:45:00 AM,038XX W FILLMORE ST,0915,MOTOR VEHICLE THEFT,"TRUCK, BUS, MOTOR HOME",STREET,False,False,1133,11.0,24.0,29.0,07,1150956.0,1895098.0,2004,04/15/2016 08:55:02 AM,41.868039775,-87.721285595,"(41.868039775, -87.721285595)"
5599335,3870808,HK598485,09/02/2004 06:26:59 PM,032XX S WABASH AVE,0860,THEFT,RETAIL THEFT,SMALL RETAIL STORE,True,False,2113,2.0,3.0,35.0,06,1177255.0,1883620.0,2004,04/15/2016 08:55:02 AM,41.835988231,-87.625085105,"(41.835988231, -87.625085105)"
5599338,3870811,HL245657,01/08/2003 12:00:00 PM,063XX S KARLOV AVE,1120,DECEPTIVE PRACTICE,FORGERY,RESIDENCE,False,False,813,8.0,13.0,65.0,10,1150130.0,1862115.0,2003,04/15/2016 08:55:02 AM,41.777545986,-87.725175111,"(41.777545986, -87.725175111)"
5599391,3993820,HL354148,08/15/2001 12:00:00 AM,007XX N LONG AVE,0840,THEFT,FINANCIAL ID THEFT: OVER $300,RESIDENCE,False,False,1524,15.0,37.0,25.0,06,1140150.0,1904228.0,2001,03/31/2006 10:03:38 PM,41.893298234,-87.760733351,"(41.893298234, -87.760733351)"
5599401,3870897,HL247108,08/01/2004 12:00:00 AM,048XX S SEELEY AVE,0840,THEFT,FINANCIAL ID THEFT: OVER $300,STREET,False,False,915,9.0,12.0,61.0,06,1163508.0,1872609.0,2004,04/15/2016 08:55:02 AM,41.806072768,-87.675836737,"(41.806072768, -87.675836737)"
5599597,3871297,HL163038,02/04/2004 09:00:00 PM,043XX N BROADWAY,1505,PROSTITUTION,CALL OPERATION,RESIDENCE,True,False,2322,19.0,46.0,3.0,16,1168772.0,1929250.0,2004,04/15/2016 08:55:02 AM,41.961387612,-87.654887983,"(41.961387612, -87.654887983)"
5599604,3871317,HL237252,11/19/2004 09:00:00 AM,027XX W WILCOX ST,0841,THEFT,FINANCIAL ID THEFT:$300 &UNDER,APARTMENT,False,False,1125,11.0,2.0,27.0,06,1158158.0,1899243.0,2004,04/15/2016 08:55:02 AM,41.879270112,-87.694732366,"(41.879270112, -87.694732366)"
5599635,3871397,HL247279,12/14/2004 05:00:00 PM,002XX S DEARBORN ST,1110,DECEPTIVE PRACTICE,BOGUS CHECK,BANK,False,False,123,1.0,42.0,32.0,11,1175967.0,1899285.0,2004,04/15/2016 08:55:02 AM,41.87900312,-87.629339891,"(41.87900312, -87.629339891)"
5599656,3871433,HL247455,11/14/2004 11:00:00 PM,067XX S ADA ST,0890,THEFT,FROM BUILDING,VACANT LOT/LAND,False,False,724,7.0,17.0,67.0,06,1168490.0,1860018.0,2004,04/15/2016 08:55:02 AM,41.771415534,-87.657927346,"(41.771415534, -87.657927346)"
5599681,3871470,HL247178,03/27/2004 10:00:00 AM,013XX E 79TH ST,1210,DECEPTIVE PRACTICE,THEFT OF LABOR/SERVICES,CLEANING STORE,False,False,411,4.0,8.0,45.0,11,1186392.0,1852878.0,2004,04/15/2016 08:55:02 AM,41.751418185,-87.592530796,"(41.751418185, -87.592530796)"
5599772,3871604,HL247880,03/21/2004 06:30:00 AM,055XX W 63RD PL,0810,THEFT,OVER $500,RESIDENTIAL YARD (FRONT/BACK),False,False,813,8.0,13.0,64.0,06,1140533.0,1861917.0,2004,04/15/2016 08:55:02 AM,41.777183498,-87.760363239,"(41.777183498, -87.760363239)"
5599960,3871844,HL248186,11/01/2004 12:01:00 AM,007XX S ABERDEEN ST,0840,THEFT,FINANCIAL ID THEFT: OVER $300,RESIDENCE,False,False,1213,12.0,25.0,28.0,06,1169200.0,1896879.0,2004,04/15/2016 08:55:02 AM,41.872550506,-87.6542568,"(41.872550506, -87.6542568)"
5599973,3871860,HK556527,08/14/2004 01:51:00 AM,030XX W 63RD ST,0460,BATTERY,SIMPLE,RESTAURANT,False,False,823,8.0,15.0,66.0,08B,1157012.0,1862702.0,2004,04/15/2016 08:55:02 AM,41.779020474,-87.699929557,"(41.779020474, -87.699929557)"
5599977,3994567,HL355644,01/01/2001 12:00:00 AM,035XX S DR MARTIN LUTHER KING JR DR,0265,CRIM SEXUAL ASSAULT,AGGRAVATED: OTHER,SIDEWALK,False,False,211,2.0,4.0,35.0,02,1179347.0,1881844.0,2001,06/11/2007 03:52:33 PM,41.831067166,-87.617463217,"(41.831067166, -87.617463217)"
5600008,3871904,HL247286,12/08/2004 12:00:00 PM,070XX W 63RD ST,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,False,False,812,8.0,23.0,64.0,07,1130488.0,1861923.0,2004,04/15/2016 08:55:02 AM,41.777377721,-87.797188818,"(41.777377721, -87.797188818)"
5600010,3871906,HL244085,10/23/2004 02:00:00 PM,023XX W 21ST ST,0820,THEFT,$500 AND UNDER,STREET,False,False,1223,12.0,25.0,31.0,06,1161054.0,1890014.0,2004,04/15/2016 08:55:02 AM,41.853885228,-87.68435491,"(41.853885228, -87.68435491)"
5600022,3871920,HL244672,11/15/2003 12:01:00 AM,021XX N KENMORE AVE,0840,THEFT,FINANCIAL ID THEFT: OVER $300,RESIDENCE,False,False,1811,18.0,32.0,7.0,06,1168952.0,1914326.0,2003,04/15/2016 08:55:02 AM,41.920431592,-87.654660613,"(41.920431592, -87.654660613)"
5600146,3872114,HL248494,03/21/2004 05:00:00 PM,005XX W BELMONT AVE,0810,THEFT,OVER $500,PARKING LOT/GARAGE(NON.RESID.),False,False,2332,19.0,44.0,6.0,06,1172211.0,1921511.0,2004,04/15/2016 08:55:02 AM,41.940076135,-87.642473797,"(41.940076135, -87.642473797)"
5600270,3872318,HL186641,09/24/2004 10:00:00 AM,011XX N KEELER AVE,1562,SEX OFFENSE,AGG CRIMINAL SEXUAL ABUSE,RESIDENCE,False,False,1111,11.0,37.0,23.0,17,1148167.0,1907451.0,2004,04/15/2016 08:55:02 AM,41.901991897,-87.731206431,"(41.901991897, -87.731206431)"
5600342,3872445,HK591304,08/30/2004 02:44:00 PM,050XX S ELIZABETH ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,False,True,933,9.0,16.0,61.0,08B,1168844.0,1871356.0,2004,04/15/2016 08:55:02 AM,41.802520714,-87.656302434,"(41.802520714, -87.656302434)"
5600431,3872601,HL247122,08/01/2004 12:01:00 AM,0000X W 118TH ST,0610,BURGLARY,FORCIBLE ENTRY,CONSTRUCTION SITE,False,False,522,5.0,34.0,53.0,05,1177911.0,1826718.0,2004,04/15/2016 08:55:02 AM,41.679827822,-87.624398645,"(41.679827822, -87.624398645)"
5600474,3872668,HL247254,12/01/2002 02:00:00 PM,004XX N WELLS ST,0840,THEFT,FINANCIAL ID THEFT: OVER $300,RESIDENCE,False,False,1831,18.0,42.0,8.0,06,1174655.0,1903389.0,2002,04/15/2016 08:55:02 AM,41.890294168,-87.634034471,"(41.890294168, -87.634034471)"
5600525,3872755,HL244396,03/12/2004 12:00:00 PM,071XX S WENTWORTH AVE,5002,OTHER OFFENSE,OTHER VEHICLE OFFENSE,STREET,False,False,731,7.0,6.0,69.0,26,1176197.0,1857585.0,2004,04/15/2016 08:55:02 AM,41.76456955,-87.629749198,"(41.76456955, -87.629749198)"
5600820,3873264,HL248446,12/03/2004 12:00:00 PM,054XX S PULASKI RD,0820,THEFT,$500 AND UNDER,STREET,False,False,815,8.0,23.0,62.0,06,1150625.0,1868330.0,2004,04/15/2016 08:55:02 AM,41.794591289,-87.723198732,"(41.794591289, -87.723198732)"
5600982,3873637,HL247081,03/18/2004 12:01:00 AM,028XX W FILLMORE ST,0810,THEFT,OVER $500,CONSTRUCTION SITE,False,False,1135,11.0,28.0,29.0,06,1157390.0,1895245.0,2004,04/15/2016 08:55:02 AM,41.868314848,-87.69766106,"(41.868314848, -87.69766106)"
5601047,3873754,HL248760,10/21/2003 09:00:00 AM,040XX S PEORIA ST,1150,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,COMMERCIAL / BUSINESS OFFICE,False,False,921,9.0,11.0,61.0,11,1170825.0,1877986.0,2003,04/15/2016 08:55:02 AM,41.820671065,-87.648843597,"(41.820671065, -87.648843597)"
5601093,3873808,HL249416,03/22/2004 09:00:00 AM,037XX W MC LEAN AVE,2825,OTHER OFFENSE,HARASSMENT BY TELEPHONE,RESIDENCE,False,False,2525,25.0,26.0,22.0,26,1151207.0,1913365.0,2004,04/15/2016 08:55:02 AM,41.918161374,-87.719884653,"(41.918161374, -87.719884653)"
5601105,3873828,HL249650,01/22/2004 12:00:00 PM,0000X E DIVISION ST,0810,THEFT,OVER $500,RESIDENCE,False,False,1824,18.0,43.0,8.0,06,1176354.0,1908383.0,2004,04/15/2016 08:55:02 AM,41.903959785,-87.627644168,"(41.903959785, -87.627644168)"
5601139,3873879,HL249857,11/01/2004 12:00:00 PM,018XX N NEW ENGLAND AVE,0840,THEFT,FINANCIAL ID THEFT: OVER $300,RESIDENCE,False,False,2513,25.0,36.0,25.0,06,1130136.0,1911518.0,2004,04/15/2016 08:55:02 AM,41.91348047,-87.797344551,"(41.91348047, -87.797344551)"
5601198,3873954,HL248959,01/15/2003 12:00:00 PM,062XX S WHIPPLE ST,0840,THEFT,FINANCIAL ID THEFT: OVER $300,RESIDENCE,False,False,823,8.0,15.0,66.0,06,1157123.0,1863080.0,2003,04/15/2016 08:55:02 AM,41.780055516,-87.699512403,"(41.780055516, -87.699512403)"
5601242,3874013,HL248800,03/01/2004 12:00:00 PM,035XX W 63RD ST,0840,THEFT,FINANCIAL ID THEFT: OVER $300,RESIDENCE,False,False,823,8.0,15.0,66.0,06,1153931.0,1862614.0,2004,04/15/2016 08:55:02 AM,41.778840709,-87.711227228,"(41.778840709, -87.711227228)"
5601251,3996259,HL356695,06/01/2001 07:00:00 PM,043XX S PARNELL AVE,0266,CRIM SEXUAL ASSAULT,PREDATORY,RESIDENCE,False,False,935,9.0,11.0,61.0,02,1173398.0,1876035.0,2001,03/31/2006 10:03:38 PM,41.815260703,-87.639462462,"(41.815260703, -87.639462462)"
5601360,3874169,HK395215,05/29/2004 07:06:20 AM,083XX S STONY ISLAND AVE,0325,ROBBERY,VEHICULAR HIJACKING,STREET,False,False,412,4.0,8.0,45.0,03,1188253.0,1850180.0,2004,04/15/2016 08:55:02 AM,41.743970443,-87.585797123,"(41.743970443, -87.585797123)"
5601401,3874246,HL248974,05/01/2004 12:00:00 AM,074XX N WOLCOTT AVE,0840,THEFT,FINANCIAL ID THEFT: OVER $300,RESIDENCE,False,False,2424,24.0,49.0,1.0,06,1162425.0,1949490.0,2004,04/15/2016 08:55:02 AM,42.017062377,-87.677653238,"(42.017062377, -87.677653238)"
5601428,3874299,HK427622,06/13/2004 05:14:00 AM,104XX S GREEN BAY AVE,5002,OTHER OFFENSE,OTHER VEHICLE OFFENSE,STREET,False,False,432,4.0,10.0,52.0,26,1200514.0,1836331.0,2004,04/15/2016 08:55:02 AM,41.705666649,-87.541339536,"(41.705666649, -87.541339536)"
5601491,3874421,HK107356,01/05/2004 04:46:00 AM,085XX S YATES BLVD,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,False,False,423,4.0,7.0,46.0,14,1193652.0,1848788.0,2004,04/15/2016 08:55:02 AM,41.740020269,-87.566060519,"(41.740020269, -87.566060519)"
5601496,3874432,HK427573,06/13/2004 04:28:00 AM,037XX E 107TH ST,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,False,False,432,4.0,10.0,52.0,14,1202596.0,1834619.0,2004,04/15/2016 08:55:02 AM,41.700915982,-87.533773831,"(41.700915982, -87.533773831)"
5601608,3874634,HK517866,07/27/2004 12:41:00 AM,070XX S CLAREMONT AVE,1330,CRIMINAL TRESPASS,TO LAND,RESIDENCE,False,True,832,8.0,17.0,66.0,26,1161951.0,1857903.0,2004,04/15/2016 08:55:02 AM,41.765750089,-87.68195588,"(41.765750089, -87.68195588)"
5601619,3874649,HL247531,05/17/2004 11:45:00 PM,005XX E 51ST ST,0460,BATTERY,SIMPLE,HOSPITAL BUILDING/GROUNDS,False,False,223,2.0,3.0,38.0,08B,1180467.0,1871309.0,2004,04/15/2016 08:55:02 AM,41.802132606,-87.613677631,"(41.802132606, -87.613677631)"
5601662,3874732,HL237485,04/10/2004 02:00:00 PM,044XX W MADISON ST,1130,DECEPTIVE PRACTICE,FRAUD OR CONFIDENCE GAME,CHURCH/SYNAGOGUE/PLACE OF WORSHIP,False,False,1113,11.0,28.0,26.0,11,1146783.0,1899645.0,2004,04/15/2016 08:55:02 AM,41.880597909,-87.736489543,"(41.880597909, -87.736489543)"
5601671,3874747,HL237489,05/08/2004 10:00:00 AM,039XX W VAN BUREN ST,1130,DECEPTIVE PRACTICE,FRAUD OR CONFIDENCE GAME,RESIDENCE,False,False,1132,11.0,24.0,26.0,11,1150123.0,1897732.0,2004,04/15/2016 08:55:02 AM,41.87528403,-87.724275108,"(41.87528403, -87.724275108)"
5601845,3875117,HL249504,08/03/2004 12:00:00 AM,038XX W 70TH PL,1110,DECEPTIVE PRACTICE,BOGUS CHECK,OTHER,False,False,833,8.0,13.0,65.0,11,1152063.0,1857581.0,2004,04/15/2016 08:55:02 AM,41.765066235,-87.718207515,"(41.765066235, -87.718207515)"
5601848,3875121,HL250565,09/11/2004 12:00:00 AM,035XX W CHICAGO AVE,0840,THEFT,FINANCIAL ID THEFT: OVER $300,RESIDENCE,False,False,1121,11.0,27.0,23.0,06,1152462.0,1905105.0,2004,04/15/2016 08:55:02 AM,41.895470438,-87.715492263,"(41.895470438, -87.715492263)"
5601893,3875193,HK253644,03/21/2004 04:05:00 PM,030XX S BONFIELD ST,0460,BATTERY,SIMPLE,STREET,False,False,923,9.0,11.0,60.0,08B,1169585.0,1884589.0,2004,04/15/2016 08:55:02 AM,41.83881735,-87.653200715,"(41.83881735, -87.653200715)"
5601901,3875201,HK474913,07/05/2004 08:22:00 AM,064XX S DANTE AVE,0620,BURGLARY,UNLAWFUL ENTRY,"SCHOOL, PRIVATE, BUILDING",False,False,314,3.0,20.0,42.0,05,1187091.0,1862730.0,2004,04/15/2016 08:55:02 AM,41.778436411,-87.589657198,"(41.778436411, -87.589657198)"
5601908,3875211,HK565023,08/18/2004 08:14:26 AM,014XX E 69TH ST,0560,ASSAULT,SIMPLE,OTHER,False,False,332,3.0,5.0,43.0,08A,1187348.0,1859537.0,2004,04/15/2016 08:55:02 AM,41.769668446,-87.588816373,"(41.769668446, -87.588816373)"
5601911,3875215,HK593758,08/31/2004 03:00:00 PM,101XX S SEELEY AVE,0820,THEFT,$500 AND UNDER,DRUG STORE,False,False,2213,22.0,19.0,72.0,06,1164379.0,1837521.0,2004,04/15/2016 08:55:02 AM,41.709767989,-87.673629079,"(41.709767989, -87.673629079)"
5601913,3875217,HL248360,01/01/2004 12:01:00 AM,016XX S TRUMBULL AVE,0840,THEFT,FINANCIAL ID THEFT: OVER $300,RESIDENCE,False,False,1021,10.0,24.0,29.0,06,1153638.0,1891594.0,2004,04/15/2016 08:55:02 AM,41.858371511,-87.711532572,"(41.858371511, -87.711532572)"
5601920,3875224,HK588134,08/28/2004 09:36:00 PM,026XX E 73RD ST,1310,CRIMINAL DAMAGE,TO PROPERTY,OTHER,False,False,334,3.0,7.0,43.0,14,1194856.0,1857421.0,2004,04/15/2016 08:55:02 AM,41.763680351,-87.561365512,"(41.763680351, -87.561365512)"
5601923,3875228,HK529834,08/01/2004 02:19:18 PM,021XX E 70TH ST,1330,CRIMINAL TRESPASS,TO LAND,OTHER,False,False,331,3.0,5.0,43.0,26,1191907.0,1858977.0,2004,04/15/2016 08:55:02 AM,41.768022253,-87.572123557,"(41.768022253, -87.572123557)"
5601926,3875232,HK570242,08/20/2004 04:41:38 PM,008XX W 87TH ST,031A,ROBBERY,ARMED: HANDGUN,STREET,False,False,613,6.0,21.0,71.0,03,1172429.0,1847169.0,2004,04/15/2016 08:55:02 AM,41.736070451,-87.643865802,"(41.736070451, -87.643865802)"
5601927,3875235,HK520572,07/28/2004 08:46:00 AM,060XX S ST LAWRENCE AVE,1330,CRIMINAL TRESPASS,TO LAND,OTHER,False,False,313,3.0,20.0,42.0,26,1181274.0,1865079.0,2004,04/15/2016 08:55:02 AM,41.785018355,-87.610910062,"(41.785018355, -87.610910062)"
5601953,3875267,HK481223,07/07/2004 11:06:29 PM,017XX E 69TH ST,0610,BURGLARY,FORCIBLE ENTRY,APARTMENT,False,False,332,3.0,5.0,43.0,05,1189179.0,1859580.0,2004,04/15/2016 08:55:02 AM,41.769742752,-87.582103467,"(41.769742752, -87.582103467)"
5601955,3875269,HK603587,09/05/2004 05:01:00 AM,071XX S DR MARTIN LUTHER KING JR DR,1310,CRIMINAL DAMAGE,TO PROPERTY,RESTAURANT,False,False,323,3.0,6.0,69.0,14,1180149.0,1857840.0,2004,04/15/2016 08:55:02 AM,41.765179678,-87.615256375,"(41.765179678, -87.615256375)"
5601962,3875278,HK573274,08/22/2004 03:12:00 AM,085XX S CRANDON AVE,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,OTHER,False,False,412,4.0,8.0,46.0,07,1192986.0,1848936.0,2004,04/15/2016 08:55:02 AM,41.740442663,-87.568495789,"(41.740442663, -87.568495789)"
5601966,3875283,HL247273,06/05/2002 09:00:00 AM,063XX S EBERHART AVE,0840,THEFT,FINANCIAL ID THEFT: OVER $300,APARTMENT,False,False,312,3.0,20.0,42.0,06,1180670.0,1863034.0,2002,04/15/2016 08:55:02 AM,41.779420584,-87.613187361,"(41.779420584, -87.613187361)"
5602056,3875431,HL250622,10/01/2004 08:00:00 AM,008XX S WESTERN AVE,1150,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,RESIDENCE,False,False,1224,12.0,25.0,28.0,11,1160517.0,1896201.0,2004,04/15/2016 08:55:02 AM,41.870874089,-87.686154722,"(41.870874089, -87.686154722)"
5602170,3875711,HK333379,04/29/2004 10:18:00 PM,117XX S SANGAMON ST,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,False,False,524,5.0,34.0,53.0,14,1172100.0,1826996.0,2004,04/15/2016 08:55:02 AM,41.680719941,-87.645661348,"(41.680719941, -87.645661348)"
5602180,3875726,HK142168,01/23/2004 08:00:48 PM,003XX W 106TH ST,0460,BATTERY,SIMPLE,STREET,False,False,512,5.0,34.0,49.0,08B,1175968.0,1834636.0,2004,04/15/2016 08:55:02 AM,41.701599656,-87.631274648,"(41.701599656, -87.631274648)"
5602226,3875859,HK478692,07/06/2004 09:10:12 PM,002XX E 121ST ST,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,False,False,532,5.0,9.0,53.0,14,1180003.0,1824731.0,2004,04/15/2016 08:55:02 AM,41.674327709,-87.61680152,"(41.674327709, -87.61680152)"
5602240,3875877,HL250693,03/22/2002 05:30:00 PM,051XX W NORTH AVE,0840,THEFT,FINANCIAL ID THEFT: OVER $300,RESTAURANT,True,False,2533,25.0,37.0,25.0,06,1141672.0,1910146.0,2002,04/15/2016 08:55:02 AM,41.909509901,-87.754996996,"(41.909509901, -87.754996996)"
5602270,3875918,HK557619,08/14/2004 09:00:00 AM,071XX S CHAMPLAIN AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,False,False,323,3.0,6.0,69.0,14,1181798.0,1857892.0,2004,04/15/2016 08:55:02 AM,41.765284436,-87.609210747,"(41.765284436, -87.609210747)"
